,喜歡,文章ID,板名,留言內容,留言時間,發文者ID
1074,推,M.1518603397.A.957,FITNESS,想請問上課地點、教練資訊和收費，謝謝你！,02/21 20:20,black186186
1075,推,M.1518603397.A.957,FITNESS,想問教練～,02/21 21:31,tree4ta
1076,推,M.1518603397.A.957,FITNESS,想知道教練資訊跟收費～謝謝,02/21 21:47,cathyyyy
1077,推,M.1518603397.A.957,FITNESS,您好～～我也想請問教練資訊和收費謝謝您～～～,02/21 23:22,cyndimax
1078,推,M.1518603397.A.957,FITNESS,想知道教練資訊及費用，謝謝！,02/22 00:02,jennywang54
1079,推,M.1518603397.A.957,FITNESS,想了解上課地點、教練資訊和收費，謝謝！,02/22 01:18,iewhc
1080,推,M.1518603397.A.957,FITNESS,想知道教練資訊及價錢～～～,02/22 09:10,xan1019
1081,推,M.1518603397.A.957,FITNESS,你好 想問教練資訊及費用 謝謝你,02/22 12:01,akoo
1082,推,M.1518603397.A.957,FITNESS,您好，我也想知道教練資訊和費用，謝謝,02/22 14:57,ching0515
1083,推,M.1518603397.A.957,FITNESS,您好，想知道教練資訊和費用+1，謝謝您!!,02/22 15:38,asninny
1084,推,M.1518603397.A.957,FITNESS,想知道+1 謝謝你,02/22 16:41,cyhs
1085,推,M.1518603397.A.957,FITNESS,你好 想知道教練資訊及費用 謝謝,02/22 19:39,craftcute
1086,推,M.1518603397.A.957,FITNESS,想知道教練資訊跟收費，謝謝您～,02/22 22:53,whocares359
1087,推,M.1518603397.A.957,FITNESS,想知道收費～謝謝,02/23 00:27,joijoi
1088,推,M.1518603397.A.957,FITNESS,您好，想知道教練資訊&費用，謝謝 (^-^),02/23 20:25,beckylin
1089,推,M.1518603397.A.957,FITNESS,想知道教練資訊跟收費 謝謝,02/25 00:29,Srnk
1090,→,M.1518603397.A.957,FITNESS,https://tinyurl.com/y9coya8n,02/25 01:20,tim12384
1091,推,M.1518603397.A.957,FITNESS,您好，想請教教練資訊和費用，感謝！！,02/25 11:56,babyc
1092,推,M.1518603397.A.957,FITNESS,想請問教練資訊及收費，謝謝,02/25 13:20,tting0218
1093,推,M.1518603397.A.957,FITNESS,您好想請教教練資訊和費用 謝謝,02/25 19:36,akidding
1094,推,M.1518603397.A.957,FITNESS,您好，想知道教練資訊和費用+1，謝謝您!!,02/26 19:55,happywed
1095,推,M.1518603397.A.957,FITNESS,您好，請問教練資訊和費用，謝謝。：）,02/28 13:11,ej458418
1096,推,M.1518603397.A.957,FITNESS,想請教教練資訊跟費用，感謝^^,02/28 15:00,ytyellow
1097,推,M.1518603397.A.957,FITNESS,想知道教練跟收費資訊～～～感謝,02/28 22:31,amy850213
1098,推,M.1518603397.A.957,FITNESS,想知道上課地點、教練資訊和收費，謝謝！,02/28 23:44,tzipinglinda
1099,推,M.1518603397.A.957,FITNESS,想知道上課地點、教練資訊和收費，謝謝,03/01 02:03,popobar1633
1100,推,M.1518603397.A.957,FITNESS,想知道上課地點。教練以及費用，謝謝！,03/03 02:03,shannis
1101,推,M.1518603397.A.957,FITNESS,我也想舉手請問教練資訊和找教練的管道～～,03/04 04:43,oregongirl
1102,推,M.1518603397.A.957,FITNESS,您好，感謝您的分享！我也想請問您教練資訊和費用，,03/04 21:46,Venetianpink
1103,推,M.1518603397.A.957,FITNESS,您好～～我也想詢問教練資訊，麻煩你了謝謝><,03/06 02:57,piggychoco
1104,推,M.1518603397.A.957,FITNESS,也想問教練資訊～謝謝！,03/06 06:25,hn1737
1105,推,M.1518603397.A.957,FITNESS,想知道教練跟收費資訊～謝謝妳,03/06 15:44,audrey
1106,推,M.1518603397.A.957,FITNESS,您好，我也想詢問教練的資訊，感謝您的分享～～謝謝！！,03/07 02:53,cba1596
1107,推,M.1518603397.A.957,FITNESS,https://i.imgur.com/GIlyCZ7.jpg,03/07 15:03,lesfu
1108,推,M.1518603397.A.957,FITNESS,你好，也想詢問教練資訊和費用，麻煩你了，謝謝,03/20 21:36,yundos
1109,推,M.1518603397.A.957,FITNESS,啊啊，看到了，謝謝,03/20 21:38,yundos
1110,推,M.1518603397.A.957,FITNESS,想知道教練資訊謝謝,05/15 10:44,tsutaS
1111,推,M.1512492373.A.AE0,FITNESS,頭推,12/06 00:25,lesfu
1112,推,M.1512492373.A.AE0,FITNESS,推分享好文,12/06 00:26,fgw51680008
1113,推,M.1512492373.A.AE0,FITNESS,推推,12/06 00:26,TristaW
1114,推,M.1512492373.A.AE0,FITNESS,7月的時候比較壯,12/06 00:27,s84629
1115,推,M.1512492373.A.AE0,FITNESS,推推,12/06 00:27,ellie516
1116,推,M.1512492373.A.AE0,FITNESS,推推 一定要吃好吃滿才有體力訓練！,12/06 00:29,y3b4
1117,推,M.1512492373.A.AE0,FITNESS,推推～,12/06 00:29,mnlkjkimo
1118,推,M.1512492373.A.AE0,FITNESS,推,12/06 00:34,gygycowbei
1119,推,M.1512492373.A.AE0,FITNESS,屁股好翹！想問女生群組,12/06 00:39,oneying
1120,推,M.1512492373.A.AE0,FITNESS,差3% 看起來差這麼多?!,12/06 00:42,b9111111111b
1121,推,M.1512492373.A.AE0,FITNESS,頭推,12/06 00:47,ellie516
1122,推,M.1512492373.A.AE0,FITNESS,感覺很棒耶,12/06 02:00,waterfishir
1123,推,M.1512492373.A.AE0,FITNESS,登入滿60首推一定要給妳！一直很想分享自己健身過程,12/06 02:19,ambe19871201
1124,推,M.1512492373.A.AE0,FITNESS,想加群組,12/06 07:26,abc8818200
1125,推,M.1512492373.A.AE0,FITNESS,也想加類似群組+1,12/06 08:05,summerhsia
1126,推,M.1512492373.A.AE0,FITNESS,想加入群組+1,12/06 08:16,orient
1127,推,M.1512492373.A.AE0,FITNESS,想加入群組!!,12/06 08:27,kumiho
1128,推,M.1512492373.A.AE0,FITNESS,想加入群組+1,12/06 08:53,sthts
1129,推,M.1512492373.A.AE0,FITNESS,為什麼吃的不多可是體脂能35%,12/06 09:16,cryy
1130,推,M.1512492373.A.AE0,FITNESS,完全不動吧。。而且有的便當一個就一千大卡了  看起,12/06 09:25,littleyuan
1131,→,M.1512492373.A.AE0,FITNESS,來量不多但熱量高的食物吃多就胖了,12/06 09:26,littleyuan
1132,→,M.1512492373.A.AE0,FITNESS,不過原po現在體態真的變好看很多看起來也健康了。恭,12/06 09:27,littleyuan
1133,→,M.1512492373.A.AE0,FITNESS,喜 繼續保持,12/06 09:27,littleyuan
1134,推,M.1512492373.A.AE0,FITNESS,我之前也是腳受傷半年不能走路時胖7公斤 復原後回覆,12/06 09:29,littleyuan
1135,→,M.1512492373.A.AE0,FITNESS,健身瘦回來12公斤,12/06 09:29,littleyuan
1136,推,M.1512492373.A.AE0,FITNESS,我也好想加入群組QQ！,12/06 09:47,xj3jo422
1137,推,M.1512492373.A.AE0,FITNESS,群組每天都是食物誘人增加體脂，樓上你確定嗎XDD,12/06 09:50,y3b4
1138,推,M.1512492373.A.AE0,FITNESS,推原po 感覺變得很正向好棒～,12/06 09:52,mayonaizz
1139,推,M.1512492373.A.AE0,FITNESS,想加群組+1,12/06 10:08,rifulsosi
1140,推,M.1512492373.A.AE0,FITNESS,想加入群組+1,12/06 10:15,leafsky
1141,推,M.1512492373.A.AE0,FITNESS,想加群組+1  謝謝,12/06 10:25,ywr
1142,推,M.1512492373.A.AE0,FITNESS,想加群組+1,12/06 10:54,queenerica
1143,推,M.1512492373.A.AE0,FITNESS,這篇照片說明吃到基代的重要性,12/06 11:01,melanie31
1144,推,M.1512492373.A.AE0,FITNESS,原po好厲害～～最近才開始加入重訓菜單，希望能跟原po,12/06 11:37,tpurue12
1145,→,M.1512492373.A.AE0,FITNESS,一樣進步！,12/06 11:37,tpurue12
1146,推,M.1512492373.A.AE0,FITNESS,想加群組,12/06 11:42,pigwpl
1147,推,M.1512492373.A.AE0,FITNESS,想加群組！,12/06 11:49,velin0910
1148,推,M.1512492373.A.AE0,FITNESS,想加群組+1,12/06 11:58,yahuei0214
1149,推,M.1512492373.A.AE0,FITNESS,想加群組+1,12/06 12:14,ziqpiz
1150,推,M.1512492373.A.AE0,FITNESS,再一推！,12/06 12:17,tj5683
1151,推,M.1512492373.A.AE0,FITNESS,推~想加入群組+1,12/06 12:17,nightcat1985
1152,推,M.1512492373.A.AE0,FITNESS,好棒喔~想加入群組,12/06 12:33,fifty93
1153,推,M.1512492373.A.AE0,FITNESS,推推,12/06 12:42,lovecheese
1154,推,M.1512492373.A.AE0,FITNESS,想加群組,12/06 13:51,llggrreenn
1155,推,M.1512492373.A.AE0,FITNESS,看完想加群組!,12/06 15:25,grenjoy
1156,推,M.1512492373.A.AE0,FITNESS,加油,12/06 16:50,murksagittar
1157,推,M.1512492373.A.AE0,FITNESS,推屁股好看！也想入群QQ,12/06 18:38,su06231112
1158,推,M.1512492373.A.AE0,FITNESS,感謝分享！,12/06 19:14,Lenoir
1159,推,M.1512492373.A.AE0,FITNESS,"好認真,我也想加入增肌減脂。脂肪肝太嚴重...",12/06 22:54,flora0306
1160,推,M.1512492373.A.AE0,FITNESS,也想加群組+1  一個人吃水煮餐好厭世啊,12/06 23:21,punkgirlmix
1161,推,M.1512492373.A.AE0,FITNESS,群組～～～+1,12/06 23:26,bob833233
1162,→,M.1512492373.A.AE0,FITNESS,推原波變化超大,12/06 23:26,bob833233
1163,推,M.1512492373.A.AE0,FITNESS,想加群組～,12/07 00:12,wayneisme
1164,推,M.1512492373.A.AE0,FITNESS,想舉手報名群組啊啊啊,12/07 00:26,wei0915
1165,推,M.1512492373.A.AE0,FITNESS,想加群組～,12/07 02:53,tonyscat
1166,推,M.1512492373.A.AE0,FITNESS,想加群組～～,12/07 08:31,mshuang1993
1167,推,M.1512492373.A.AE0,FITNESS,也想加群組啊啊,12/07 09:12,clhien
1168,推,M.1512492373.A.AE0,FITNESS,不然樓上的大家我們來開群組吧～？,12/07 12:57,piousfaith
1169,推,M.1512492373.A.AE0,FITNESS,要創群組+1  !!  我在板橋,12/07 13:31,sln0718
1170,→,M.1512492373.A.AE0,FITNESS,但我是用生酮受4KG近期開始低醣搭配重量訓,12/07 13:32,sln0718
1171,推,M.1512492373.A.AE0,FITNESS,想加群組+1!,12/07 13:49,chicken08
1172,推,M.1512492373.A.AE0,FITNESS,也想加群組~,12/07 14:56,applewalk
1173,推,M.1512492373.A.AE0,FITNESS,想加入女生群組，有開團的話可以+1嗎,12/07 15:16,unpack
1174,推,M.1512492373.A.AE0,FITNESS,完了之前沒有想加，現在卻被美食吸引了…,12/07 15:18,ug771
1175,推,M.1512492373.A.AE0,FITNESS,不如我們再開一個新群組吧XD,12/07 15:31,Stan04081214
1176,推,M.1512492373.A.AE0,FITNESS,屁股好翹啊啊！,12/07 16:08,bubblyred
1177,推,M.1512492373.A.AE0,FITNESS,好讚！而且感覺沒瘦到胸，屁股也好翹！羨慕耶,12/07 18:40,loveet21
1178,推,M.1512492373.A.AE0,FITNESS,想加群組+1,12/07 20:38,pinpin2207
1179,推,M.1512492373.A.AE0,FITNESS,想加群組+1,12/07 21:16,ericakung
1180,推,M.1512492373.A.AE0,FITNESS,想加群組拜託~,12/07 22:47,rainy2015432
1181,推,M.1512492373.A.AE0,FITNESS,想加群組!!,12/07 23:16,kumiho
1182,推,M.1512492373.A.AE0,FITNESS,想加群組+1,12/08 00:30,beautymoment
1183,推,M.1512492373.A.AE0,FITNESS,+1,12/08 01:27,anyway
1184,推,M.1512492373.A.AE0,FITNESS,想加群組,12/08 10:25,ellen34
1185,推,M.1512492373.A.AE0,FITNESS,想加群組＋1,12/08 12:48,qtpo0317
1186,推,M.1512492373.A.AE0,FITNESS,想加群組 還是大家要組一個群,12/08 20:32,Magicjjoo
1187,推,M.1512492373.A.AE0,FITNESS,想加群組+1,12/08 20:54,highspeedy
1188,推,M.1512492373.A.AE0,FITNESS,有新群組嗎想+1一起進步,12/08 23:07,summerhsia
1189,推,M.1512492373.A.AE0,FITNESS,想加群組+1+1,12/08 23:13,afterlove17
1190,推,M.1512492373.A.AE0,FITNESS,有吃素在重訓的群組嗎？想+,12/08 23:47,kiteqo6
1191,推,M.1512492373.A.AE0,FITNESS,也是運動之後才發現骨盆前傾的問題+1,12/09 02:23,hyochon
1192,推,M.1512492373.A.AE0,FITNESS,群組+1 謝謝,12/09 08:38,lalilata
1193,推,M.1512492373.A.AE0,FITNESS,想加入群組+1,12/09 08:38,crylee
1194,推,M.1512492373.A.AE0,FITNESS,謝謝分享，求新群開設!,12/09 08:53,nanakolin
1195,推,M.1512492373.A.AE0,FITNESS,想加群組! 謝謝!,12/09 10:50,any1028
1196,推,M.1512492373.A.AE0,FITNESS,想加入啊,12/09 12:31,sade
1197,推,M.1512492373.A.AE0,FITNESS,好方向！,12/09 19:30,daycat
1198,推,M.1512492373.A.AE0,FITNESS,改變超多耶！,12/09 21:45,pptfish
1199,推,M.1512492373.A.AE0,FITNESS,這教練也太好了吧 真的幸運,12/09 23:16,GenghisKhan
1200,推,M.1512492373.A.AE0,FITNESS,求教練資訊！謝謝,12/10 00:19,cathyyyy
1201,推,M.1512492373.A.AE0,FITNESS,同想請問教練資訊，謝謝><,12/10 00:25,hakuno
1202,推,M.1512492373.A.AE0,FITNESS,我也想加入群組～～,12/10 02:55,buffet333
1203,推,M.1512492373.A.AE0,FITNESS,相加群組+1,12/10 13:09,dollylai2002
1204,推,M.1512492373.A.AE0,FITNESS,跪求教練資訊，謝謝,12/10 14:23,cubaby
1205,推,M.1512492373.A.AE0,FITNESS,想請問教練的資訊，謝謝,12/10 15:09,wanne0707
1206,推,M.1512492373.A.AE0,FITNESS,想加入><,12/10 15:33,arshy1003
1207,推,M.1512492373.A.AE0,FITNESS,想問教練資訊,12/10 20:02,nightA
1208,推,M.1512492373.A.AE0,FITNESS,想問教練資訊 +1,12/10 23:53,furbby
1209,推,M.1512492373.A.AE0,FITNESS,想+群組也想問教練資訊，扁平足+1,12/11 03:18,Chaioru69
1210,推,M.1512492373.A.AE0,FITNESS,想問教練資訊&群組，謝謝,12/11 14:24,ingrid33
1211,推,M.1512492373.A.AE0,FITNESS,想問教練資訊～謝謝,12/11 16:28,imlyj
1212,推,M.1512492373.A.AE0,FITNESS,你好 想請問教練資訊 謝謝><,12/11 17:05,smaugsscarf
1213,推,M.1512492373.A.AE0,FITNESS,我也好想加入群組～,12/11 18:00,bon0829
1214,推,M.1512492373.A.AE0,FITNESS,想+群組也想知道教練資訊 謝謝,12/13 10:09,squll33333
1215,推,M.1512492373.A.AE0,FITNESS,想加入群組,12/13 19:32,EVEREVER
1216,推,M.1512492373.A.AE0,FITNESS,想詢問教練資訊～～ 感謝喔,12/13 21:52,yabexaxis
1217,推,M.1512492373.A.AE0,FITNESS,想加群組+1！,12/14 13:42,minason
1218,推,M.1512492373.A.AE0,FITNESS,想加入類似群組也想知道教練訊息~謝謝!,12/14 16:22,Bluecoral
1219,推,M.1512492373.A.AE0,FITNESS,謝謝分享！另外也想知道教練資訊～～,12/15 22:13,abby0212
1220,推,M.1512492373.A.AE0,FITNESS,想加入群組，謝謝,12/16 15:02,futuro
1221,推,M.1512492373.A.AE0,FITNESS,想詢問教練資訊，謝謝,12/17 00:18,angela00816
1222,推,M.1512492373.A.AE0,FITNESS,想加入群組~,12/18 00:21,penny050045
1223,推,M.1512492373.A.AE0,FITNESS,想詢問教練資訊 謝謝！,12/21 19:21,yichunchen
1224,推,M.1512492373.A.AE0,FITNESS,想知道教練資訊 謝謝！,12/30 00:38,fantanty
1225,推,M.1512492373.A.AE0,FITNESS,求教練資訊,12/31 13:36,anan75118
1226,推,M.1512492373.A.AE0,FITNESS,求教練資訊~~,01/08 22:30,tingyunx
1227,推,M.1512492373.A.AE0,FITNESS,跪求加入群組,01/20 16:47,didi1115
1228,推,M.1512492373.A.AE0,FITNESS,想知道教練資訊，謝謝你！,01/22 22:51,ababygirl
1229,推,M.1512492373.A.AE0,FITNESS,您好 也想了解教練訊息 謝謝你！！,01/23 23:15,Theucjo
1230,推,M.1512492373.A.AE0,FITNESS,想了解教練資訊，謝謝你！,01/24 02:45,a8733189
1231,推,M.1512492373.A.AE0,FITNESS,求教練資訊Orz,01/31 14:15,chu843
1232,推,M.1512492373.A.AE0,FITNESS,求教練資訊,02/15 01:42,freefoto
1233,推,M.1512492373.A.AE0,FITNESS,跪求加群組,02/21 12:30,MoonDawn
1234,推,M.1512492373.A.AE0,FITNESS,求教練資訊，感謝,02/26 00:52,Aude51
1235,推,M.1512492373.A.AE0,FITNESS,想要加入群組，也想要知道教練資訊！,06/19 12:07,cyndimax
1236,→,M.1497249236.A.F68,FITNESS,去內衣板可能比較多人可以給你回答,06/12 14:49,miamo
1237,→,M.1497249236.A.F68,FITNESS,手機好像沒辦法轉到內衣版ㄟ,06/12 14:54,vowring
1238,推,M.1497249236.A.F68,FITNESS,我推薦跑步穿ULTIMATE RUN BRA，減少很多身體震動，我買了,06/12 14:58,madish
1239,→,M.1497249236.A.F68,FITNESS,小一碼小兩碼共兩件，我個人比較喜歡小兩碼那件，因為包覆,06/12 14:59,madish
1240,→,M.1497249236.A.F68,FITNESS,更緊，身體晃動更少。還有SA每一個型的尺寸都有差異，所以,06/12 15:01,madish
1241,→,M.1497249236.A.F68,FITNESS,最好還是在門市先試穿。,06/12 15:01,madish
1242,→,M.1497249236.A.F68,FITNESS,台南好像沒有門市可以試穿....上臉書問過，說唯一一家門,06/12 15:22,vowring
1243,→,M.1497249236.A.F68,FITNESS,市在高雄,06/12 15:22,vowring
1244,推,M.1497249236.A.F68,FITNESS,建議你寫信問台灣代理商看看,06/12 15:59,lilicoco520
1245,推,M.1497249236.A.F68,FITNESS,我買的時候沒有小一碼 因為我本來就穿UK SIZE,06/12 18:11,halulu
1246,→,M.1497249236.A.F68,FITNESS,你可以用上胸圍-下胸圍去算來買 這樣或許準確一點,06/12 18:12,halulu
1247,推,M.1497249236.A.F68,FITNESS,SA每一款版型都不一樣的說,06/12 19:32,t190015
1248,推,M.1497249236.A.F68,FITNESS,我之前拿小兩碼,06/12 20:26,hans1478
1249,→,M.1497249236.A.F68,FITNESS,很剛好,06/12 20:26,hans1478
1250,推,M.1497249236.A.F68,FITNESS,我買Ultimate Run Bra小一個罩杯覺得超級緊，每次要扣都,06/12 20:32,Oisige
1251,→,M.1497249236.A.F68,FITNESS,覺得肩膀要脫臼...但是跑步真的幾乎不會感受到胸部晃動。,06/12 20:32,Oisige
1252,→,M.1497249236.A.F68,FITNESS,我沒穿過其他牌子所以不知道其他牌子的感覺是怎樣...,06/12 20:33,Oisige
1253,推,M.1497249236.A.F68,FITNESS,你就直接照上面的尺寸表挑就好 他們的尺寸很誠實 XD,06/13 00:39,aceone
1254,推,M.1497249236.A.F68,FITNESS,我都是買他家的運動內衣，尺寸正常喔～,06/13 10:33,elvira808
1255,推,M.1497249236.A.F68,FITNESS,推尺寸誠實,06/13 13:14,berberryQ
1256,推,M.1490066479.A.611,FITNESS,鏡子旁邊的玻璃門有倒影...,03/21 11:28,y62010
1257,推,M.1490066479.A.611,FITNESS,真的耶哈哈,03/21 11:34,alexyen0606
1258,→,M.1490066479.A.611,FITNESS,真的欸哈哈哈XDDDD 換好了,03/21 11:39,shyKR
1259,推,M.1490066479.A.611,FITNESS,最後一張好有賽車女郎的FU,03/21 11:54,ahaw99
1260,推,M.1490066479.A.611,FITNESS,實穿給推,03/21 12:02,kevin9964
1261,推,M.1490066479.A.611,FITNESS,UA我都是去華泰名品城或內湖禮客找5折到7折商品。。,03/21 12:38,allennike
1262,推,M.1490066479.A.611,FITNESS,好棒的身材喔，我也要往這邁進！,03/21 12:47,erminesun
1263,推,M.1490066479.A.611,FITNESS,身材好看～,03/21 13:17,hermes20372
1264,→,M.1490066479.A.611,FITNESS,華泰選擇蠻多的，大多數是7折，五折品是藏在7折品裡面,03/21 14:16,allennike
1265,→,M.1490066479.A.611,FITNESS,找的時候要看運氣，有些五折品就不太好看。。,03/21 14:17,allennike
1266,推,M.1490066479.A.611,FITNESS,"UA的運動內衣和Legging很容易鬆,不推",03/21 15:53,revolution
1267,→,M.1490066479.A.611,FITNESS,防寒衣保暖效果就不錯,03/21 15:53,revolution
1268,推,M.1490066479.A.611,FITNESS,我最常買的是nike，比較喜歡他們家的設計感,03/21 15:54,g98675
1269,推,M.1490066479.A.611,FITNESS,身為相關從業人員，也覺得Nike running褲大勝其他牌子，包,03/21 16:31,keavy
1270,→,M.1490066479.A.611,FITNESS,含UA,03/21 16:31,keavy
1271,推,M.1490066479.A.611,FITNESS,身材很好看 很健康,03/21 17:37,atzer2002
1272,推,M.1490066479.A.611,FITNESS,今年買了nike的running和訓練褲各一，都很滿意,03/21 18:09,shanyer
1273,推,M.1490066479.A.611,FITNESS,推！最後一張的體態很好看,03/21 18:56,chubeewan
1274,推,M.1490066479.A.611,FITNESS,試穿了幾家的運動內衣…結果只有UA合身，完全沒有選擇囧,03/21 20:55,colairis
1275,推,M.1490066479.A.611,FITNESS,大推愛迪達高強度款運動內衣，我胸圍大穿起來跑步完全,03/21 22:27,karenwang
1276,→,M.1490066479.A.611,FITNESS,輕鬆沒負擔，目前手上兩件都是愛迪達的！！,03/21 22:27,karenwang
1277,推,M.1490066479.A.611,FITNESS,推推～ 原po身材很好～,03/22 11:39,cdcd
1278,推,M.1490066479.A.611,FITNESS,"買了REEBOK後, 其他牌子就比較少穿了",03/22 13:30,left7797
1279,推,M.1490066479.A.611,FITNESS,運動衣物真的好貴 但裝備真的有差也只好忍痛買  買過,03/22 22:46,hollowyears
1280,→,M.1490066479.A.611,FITNESS,adida內衣包覆和固定性真的不錯 但蠻壓胸的 (軟胸人,03/22 22:46,hollowyears
1281,→,M.1490066479.A.611,FITNESS,的困擾但這好像無解 囧,03/22 22:47,hollowyears
1282,推,M.1490066479.A.611,FITNESS,迪卡農的軟罩杯運動內衣好穿又好看，Nike的軟罩杯反而不好,03/23 12:37,isscat
1283,推,M.1490066479.A.611,FITNESS,迪卡農是有紗網的那款，但剛去官網找不到圖了...,03/23 12:39,isscat
