Member_number,Date,itemDescription,Quality
2429,29-06-2015,pork,1
2721,10-08-2015,cream cheese ,1
3909,09-02-2015,tropical fruit,1
4808,20-08-2015,beverages,1
4024,16-10-2015,pork,1
2855,03-02-2015,sausage,1
4881,28-07-2015,yogurt,1
1214,10-01-2015,meat,1
1608,10-11-2015,tropical fruit,1
1724,09-09-2015,hamburger meat,1
1911,02-06-2015,root vegetables,1
3881,02-04-2015,chicken,1
1780,27-08-2015,dessert,1
4675,14-09-2015,coffee,1
3497,24-09-2015,pip fruit,1
1000,15-03-2015,sausage,1
3955,28-08-2015,sausage,1
4232,19-12-2015,whole milk,1
3472,28-02-2015,citrus fruit,1
4217,05-02-2015,bottled water,1
3778,01-10-2015,pastry,1
2666,06-04-2015,sausage,1
3518,18-05-2015,sausage,1
4525,28-09-2015,whole milk,1
2975,28-01-2015,liver loaf,1
1339,28-11-2015,bottled water,1
2001,28-01-2015,beef,1
2091,19-10-2015,pet care,1
2453,28-08-2015,meat,1
4681,28-02-2015,cookware,1
2618,14-09-2015,bottled beer,1
3389,26-01-2015,whole milk,1
3044,29-09-2015,frozen meals,1
3039,02-09-2015,dessert,1
4563,14-05-2015,grapes,1
2683,11-08-2015,rolls/buns,1
4063,12-11-2015,sausage,1
3014,19-10-2015,sausage,1
4356,01-12-2015,butter,1
3050,06-05-2015,chicken,1
3613,05-06-2015,whole milk,1
3152,24-11-2015,rolls/buns,1
4187,28-10-2015,rolls/buns,1
2001,03-03-2015,citrus fruit,1
1584,26-01-2015,rolls/buns,1
1475,28-03-2015,pasta,1
4942,06-08-2015,sausage,1
2083,07-11-2015,tropical fruit,1
4685,27-08-2015,waffles,1
2070,24-03-2015,citrus fruit,1
2657,01-04-2015,pasta,1
4012,04-04-2015,semi-finished bread,1
2698,24-01-2015,beef,1
2222,28-12-2015,whole milk,1
2421,27-10-2015,candy,1
2410,21-11-2015,bottled water,1
2728,28-11-2015,whole milk,1
4810,17-03-2015,bottled beer,1
1391,01-08-2015,yogurt,1
2167,08-12-2015,whole milk,1
3048,20-08-2015,sausage,1
3876,03-10-2015,other vegetables,1
3937,19-11-2015,tropical fruit,1
1167,16-02-2015,coffee,1
4031,14-01-2015,root vegetables,1
2946,24-05-2015,frankfurter,1
2672,09-03-2015,ham,1
3529,05-03-2015,pip fruit,1
3986,18-11-2015,yogurt,1
3312,29-07-2015,meat,1
2392,15-12-2015,soda,1
1756,03-03-2015,pork,1
2875,01-11-2015,whole milk,1
3871,31-07-2015,bottled beer,1
4512,21-12-2015,bottled water,1
2426,26-08-2015,specialty bar,1
3728,04-10-2015,berries,1
1093,28-03-2015,dessert,1
3322,25-04-2015,ham,1
1386,31-07-2015,pork,1
3429,10-05-2015,cat food,1
1932,07-09-2015,whole milk,1
1865,03-12-2015,margarine,1
4672,13-02-2015,whole milk,1
4432,28-05-2015,whole milk,1
2129,11-08-2015,other vegetables,1
1104,18-03-2015,domestic eggs,1
3529,13-09-2015,canned beer,1
3271,27-12-2015,sausage,1
1002,30-08-2015,butter milk,1
2184,09-06-2015,ham,1
4648,08-10-2015,whole milk,1
3595,15-10-2015,other vegetables,1
2752,10-10-2015,sausage,1
4101,30-04-2015,bottled beer,1
1793,04-12-2015,misc. beverages,1
4224,04-10-2015,brown bread,1
2846,15-08-2015,whipped/sour cream,1
1697,23-02-2015,tropical fruit,1
3884,07-04-2015,citrus fruit,1
2669,24-09-2015,pip fruit,1
4843,25-02-2015,waffles,1
1663,11-11-2015,tropical fruit,1
4169,19-03-2015,frankfurter,1
2799,25-05-2015,sausage,1
2178,20-12-2015,frankfurter,1
3312,24-12-2015,curd,1
3609,11-07-2015,meat,1
1004,02-12-2015,other vegetables,1
2401,15-01-2015,whole milk,1
4165,10-02-2015,domestic eggs,1
2017,14-02-2015,pip fruit,1
2485,18-05-2015,other vegetables,1
2261,18-06-2015,sausage,1
1437,15-08-2015,salty snack,1
4065,11-05-2015,margarine,1
1904,18-04-2015,whole milk,1
4573,28-05-2015,frankfurter,1
4233,16-06-2015,whole milk,1
3928,26-09-2015,whole milk,1
4916,25-01-2015,brown bread,1
2883,16-04-2015,oil,1
2938,25-06-2015,liquor (appetizer),1
1063,23-01-2015,rolls/buns,1
3365,28-06-2015,bottled water,1
2795,06-05-2015,citrus fruit,1
1336,04-04-2015,citrus fruit,1
2937,31-07-2015,whole milk,1
3391,21-12-2015,frankfurter,1
3719,04-06-2015,soda,1
3986,26-05-2015,meat,1
2757,15-02-2015,sausage,1
1783,07-07-2015,sausage,1
4234,02-08-2015,chocolate,1
3484,05-08-2015,canned beer,1
3337,10-01-2015,bottled beer,1
2472,17-01-2015,liver loaf,1
1355,25-02-2015,pastry,1
3072,08-06-2015,beef,1
1817,21-08-2015,canned beer,1
2063,10-09-2015,newspapers,1
4216,28-04-2015,sausage,1
2984,24-02-2015,citrus fruit,1
3365,25-10-2015,canned beer,1
2260,27-06-2015,frankfurter,1
4798,24-08-2015,rolls/buns,1
4952,22-10-2015,canned beer,1
4778,24-01-2015,frankfurter,1
1517,01-03-2015,frankfurter,1
2433,31-07-2015,soda,1
3938,31-07-2015,meat,1
2569,30-06-2015,white wine,1
2092,24-05-2015,sausage,1
3174,09-02-2015,brown bread,1
4513,04-11-2015,frozen fruits,1
2467,04-02-2015,hard cheese,1
3508,25-07-2015,dessert,1
1939,02-07-2015,coffee,1
1636,04-05-2015,other vegetables,1
2443,12-01-2015,frankfurter,1
4911,07-01-2015,pork,1
3835,16-09-2015,yogurt,1
2363,22-05-2015,beef,1
2344,19-04-2015,ham,1
3911,15-02-2015,frankfurter,1
1450,08-07-2015,hamburger meat,1
3495,18-11-2015,white wine,1
1625,27-11-2015,packaged fruit/vegetables,1
3265,09-12-2015,specialty bar,1
3247,01-11-2015,cat food,1
1777,08-07-2015,finished products,1
1862,05-09-2015,pork,1
2942,01-02-2015,pork,1
2932,22-01-2015,root vegetables,1
4049,01-08-2015,tropical fruit,1
1954,06-08-2015,pork,1
2321,16-06-2015,bottled beer,1
2930,23-03-2015,whole milk,1
3214,27-03-2015,butter milk,1
4877,20-06-2015,sausage,1
1277,07-06-2015,whole milk,1
2239,13-12-2015,whole milk,1
4929,26-03-2015,misc. beverages,1
1390,02-03-2015,waffles,1
1870,09-09-2015,hamburger meat,1
3405,03-04-2015,white wine,1
2338,08-12-2015,canned beer,1
2051,11-09-2015,frankfurter,1
3504,06-07-2015,root vegetables,1
3405,13-04-2015,ice cream,1
2512,02-09-2015,processed cheese,1
4038,06-11-2015,tropical fruit,1
1759,26-09-2015,ham,1
2813,01-10-2015,sausage,1
3055,18-08-2015,other vegetables,1
1733,18-03-2015,coffee,1
1913,18-08-2015,pip fruit,1
4864,27-03-2015,whole milk,1
4812,27-05-2015,soda,1
3042,05-10-2015,whole milk,1
4988,04-10-2015,beverages,1
4486,21-07-2015,hygiene articles,1
4069,03-05-2015,pork,1
4600,14-07-2015,salty snack,1
3588,05-05-2015,pip fruit,1
4175,29-01-2015,dessert,1
2599,30-07-2015,white wine,1
4671,15-07-2015,instant coffee,1
2270,09-06-2015,pastry,1
2494,05-05-2015,canned beer,1
1406,28-12-2015,sausage,1
3910,18-12-2015,rolls/buns,1
3358,21-02-2015,dog food,1
1943,14-01-2015,chicken,1
1995,12-06-2015,soda,1
4666,24-02-2015,instant coffee,1
1994,11-03-2015,whole milk,1
4892,09-01-2015,citrus fruit,1
3531,29-08-2015,liver loaf,1
1148,15-04-2015,sausage,1
1787,31-10-2015,finished products,1
4215,31-05-2015,canned beer,1
2158,01-08-2015,ham,1
2510,29-09-2015,soda,1
3180,19-10-2015,pastry,1
3207,08-08-2015,tropical fruit,1
1226,12-11-2015,citrus fruit,1
1682,25-06-2015,pip fruit,1
1509,04-11-2015,yogurt,1
2364,21-06-2015,root vegetables,1
4679,10-11-2015,waffles,1
4324,05-01-2015,sausage,1
3497,14-06-2015,soda,1
1008,21-07-2015,soda,1
4572,29-10-2015,whole milk,1
4030,04-07-2015,sausage,1
2422,12-08-2015,sausage,1
2694,24-11-2015,whole milk,1
3481,03-08-2015,pork,1
3821,03-01-2015,whole milk,1
3752,20-08-2015,whole milk,1
3262,08-12-2015,rolls/buns,1
1370,28-06-2015,whole milk,1
1090,31-08-2015,whisky,1
3862,18-11-2015,newspapers,1
4495,08-04-2015,rubbing alcohol,1
2492,01-11-2015,ham,1
4688,01-08-2015,sausage,1
3633,14-07-2015,bottled beer,1
3709,08-08-2015,pork,1
1220,09-02-2015,specialty chocolate,1
4236,25-11-2015,frankfurter,1
3308,19-08-2015,nut snack,1
1183,12-06-2015,bottled beer,1
1999,24-08-2015,misc. beverages,1
4828,11-10-2015,pork,1
3608,12-10-2015,whole milk,1
3983,09-09-2015,chocolate,1
3460,24-07-2015,root vegetables,1
1703,21-02-2015,waffles,1
3002,13-08-2015,citrus fruit,1
4836,17-08-2015,pork,1
1561,05-06-2015,dish cleaner,1
4731,04-04-2015,rolls/buns,1
3812,13-11-2015,rolls/buns,1
2097,01-10-2015,chicken,1
4986,28-01-2015,pork,1
4742,15-11-2015,beverages,1
2502,15-04-2015,soda,1
1135,10-07-2015,sausage,1
2403,14-02-2015,frankfurter,1
4234,17-07-2015,whole milk,1
4068,11-12-2015,bottled beer,1
2311,30-06-2015,chocolate,1
1353,21-01-2015,meat,1
3251,05-07-2015,beef,1
1748,08-03-2015,pip fruit,1
1638,12-03-2015,whole milk,1
2170,10-02-2015,bottled beer,1
3903,06-02-2015,other vegetables,1
1245,27-06-2015,soda,1
3237,28-06-2015,UHT-milk,1
2843,12-10-2015,pip fruit,1
3095,13-10-2015,citrus fruit,1
4076,22-05-2015,meat,1
1298,23-06-2015,chicken,1
4591,13-06-2015,zwieback,1
3592,28-10-2015,other vegetables,1
1305,23-05-2015,sausage,1
4326,06-11-2015,packaged fruit/vegetables,1
3189,03-02-2015,yogurt,1
1991,10-02-2015,pork,1
2091,02-08-2015,ice cream,1
3100,06-03-2015,beef,1
4984,26-04-2015,bottled beer,1
4444,06-10-2015,soda,1
4678,17-12-2015,meat,1
1670,22-11-2015,fish,1
3214,14-01-2015,tropical fruit,1
2772,18-03-2015,tropical fruit,1
4343,21-12-2015,frozen vegetables,1
4351,21-08-2015,other vegetables,1
1598,02-03-2015,root vegetables,1
4469,18-10-2015,fish,1
1788,05-12-2015,UHT-milk,1
3768,01-08-2015,berries,1
4661,01-03-2015,condensed milk,1
3801,17-08-2015,salt,1
4109,04-10-2015,canned beer,1
2485,24-03-2015,pip fruit,1
2365,11-06-2015,sausage,1
2602,08-02-2015,sausage,1
2391,05-12-2015,frozen meals,1
3483,08-09-2015,berries,1
2512,31-01-2015,liquor,1
2652,01-08-2015,yogurt,1
1777,03-12-2015,yogurt,1
4007,23-12-2015,citrus fruit,1
2653,17-04-2015,brown bread,1
2703,21-09-2015,ham,1
4322,14-11-2015,domestic eggs,1
2270,04-02-2015,tropical fruit,1
2306,09-10-2015,rolls/buns,1
1539,27-09-2015,pip fruit,1
2517,12-12-2015,tropical fruit,1
3254,19-10-2015,photo/film,1
1711,21-03-2015,bottled beer,1
2560,07-06-2015,whole milk,1
4891,06-10-2015,chicken,1
1622,12-02-2015,canned beer,1
1028,02-06-2015,onions,1
1416,22-08-2015,other vegetables,1
1037,16-12-2015,frankfurter,1
4293,23-04-2015,other vegetables,1
3054,09-04-2015,white wine,1
4467,23-04-2015,other vegetables,1
4811,02-11-2015,canned beer,1
4749,15-02-2015,tropical fruit,1
1825,21-11-2015,fruit/vegetable juice,1
4685,19-07-2015,berries,1
3621,14-07-2015,other vegetables,1
3219,04-08-2015,other vegetables,1
1444,29-12-2015,meat,1
1698,22-07-2015,other vegetables,1
3328,15-04-2015,ham,1
3704,30-04-2015,chocolate,1
4124,09-09-2015,frankfurter,1
4357,10-10-2015,processed cheese,1
2073,30-04-2015,rolls/buns,1
4192,12-09-2015,chewing gum,1
3890,26-10-2015,root vegetables,1
3147,24-12-2015,tropical fruit,1
4550,30-01-2015,detergent,1
3183,07-08-2015,tropical fruit,1
1878,17-10-2015,sausage,1
2523,12-02-2015,soda,1
2227,20-06-2015,semi-finished bread,1
2267,26-02-2015,frankfurter,1
4806,27-10-2015,sausage,1
2422,11-11-2015,citrus fruit,1
1164,30-03-2015,whole milk,1
3096,23-06-2015,misc. beverages,1
1821,21-05-2015,tropical fruit,1
2298,06-10-2015,beef,1
4515,10-05-2015,other vegetables,1
3079,10-03-2015,frankfurter,1
3352,13-06-2015,sausage,1
1545,17-10-2015,whole milk,1
2999,03-08-2015,sausage,1
1230,19-11-2015,frankfurter,1
2578,25-01-2015,bottled beer,1
4611,27-08-2015,cereals,1
3575,24-01-2015,chocolate marshmallow,1
2517,29-09-2015,other vegetables,1
2471,19-03-2015,meat,1
2560,19-06-2015,cocoa drinks,1
4492,14-06-2015,sausage,1
1217,18-02-2015,whole milk,1
2950,10-10-2015,coffee,1
4337,26-10-2015,tropical fruit,1
2599,27-01-2015,sausage,1
2924,19-11-2015,rolls/buns,1
3734,05-09-2015,ice cream,1
3985,24-07-2015,liver loaf,1
1823,11-11-2015,frankfurter,1
1722,27-08-2015,chewing gum,1
3818,29-03-2015,soda,1
4924,11-06-2015,butter,1
3194,03-05-2015,chicken,1
2156,07-08-2015,sausage,1
3182,05-05-2015,soda,1
2902,16-08-2015,cat food,1
3450,24-12-2015,pip fruit,1
4262,11-09-2015,soft cheese,1
1276,28-08-2015,whole milk,1
2184,23-01-2015,soda,1
1670,30-06-2015,chicken,1
1198,31-01-2015,other vegetables,1
1858,25-01-2015,pastry,1
1404,16-01-2015,ice cream,1
2899,09-11-2015,sausage,1
2057,13-11-2015,citrus fruit,1
2799,27-02-2015,chocolate,1
4913,01-08-2015,beverages,1
2413,26-06-2015,bottled water,1
4819,20-09-2015,sausage,1
3014,15-07-2015,whipped/sour cream,1
1419,07-04-2015,root vegetables,1
2589,29-04-2015,ice cream,1
3648,02-06-2015,meat,1
1349,13-12-2015,frankfurter,1
2706,03-10-2015,tropical fruit,1
1144,16-01-2015,chicken,1
1275,07-05-2015,root vegetables,1
1851,11-07-2015,other vegetables,1
2305,28-09-2015,coffee,1
1905,18-10-2015,soda,1
3732,06-12-2015,chicken,1
2724,30-04-2015,ice cream,1
3245,19-03-2015,hamburger meat,1
2005,20-04-2015,pork,1
4643,10-08-2015,ice cream,1
2538,27-07-2015,other vegetables,1
1173,07-02-2015,bottled beer,1
1703,15-02-2015,misc. beverages,1
3347,24-01-2015,beef,1
1561,25-07-2015,whole milk,1
1632,27-08-2015,chicken,1
2995,18-02-2015,dessert,1
1318,26-09-2015,pastry,1
1133,26-02-2015,sausage,1
2357,03-08-2015,onions,1
4007,13-03-2015,tropical fruit,1
2383,02-01-2015,flower soil/fertilizer,1
3128,30-08-2015,ice cream,1
1372,25-04-2015,soda,1
1839,16-08-2015,pastry,1
3567,17-02-2015,pip fruit,1
3573,03-04-2015,meat,1
3765,12-06-2015,whole milk,1
2875,12-03-2015,zwieback,1
3737,21-11-2015,liquor (appetizer),1
3535,28-02-2015,pip fruit,1
4288,13-11-2015,canned beer,1
1334,07-03-2015,Instant food products,1
2046,28-02-2015,pork,1
1922,07-10-2015,butter milk,1
2184,19-09-2015,oil,1
2632,23-09-2015,meat,1
2108,01-10-2015,tropical fruit,1
2547,24-11-2015,soda,1
4720,12-02-2015,soda,1
4008,19-05-2015,meat,1
1438,28-11-2015,frankfurter,1
3027,14-09-2015,whipped/sour cream,1
1342,07-01-2015,tropical fruit,1
4952,26-08-2015,sausage,1
1218,20-08-2015,tropical fruit,1
4804,19-11-2015,pork,1
3319,17-11-2015,bottled beer,1
2459,22-09-2015,whole milk,1
1123,31-01-2015,frozen vegetables,1
1827,01-07-2015,whole milk,1
4769,20-09-2015,sausage,1
3769,27-02-2015,pork,1
4713,28-01-2015,beef,1
1741,20-12-2015,sausage,1
4238,12-12-2015,tropical fruit,1
4051,28-01-2015,whole milk,1
4960,19-08-2015,bottled water,1
4602,26-08-2015,beef,1
3549,12-02-2015,brown bread,1
2746,29-05-2015,bottled beer,1
2444,17-06-2015,sausage,1
3196,04-11-2015,pip fruit,1
4672,05-11-2015,frankfurter,1
3308,08-03-2015,UHT-milk,1
3328,16-08-2015,whole milk,1
4923,23-09-2015,butter milk,1
2981,11-05-2015,whole milk,1
3615,02-09-2015,herbs,1
1620,22-03-2015,tropical fruit,1
2583,15-02-2015,chicken,1
1362,06-10-2015,curd,1
2462,08-01-2015,pork,1
3198,23-06-2015,hamburger meat,1
3296,22-05-2015,hamburger meat,1
3447,03-09-2015,root vegetables,1
4001,30-03-2015,butter,1
2082,21-06-2015,UHT-milk,1
1679,08-12-2015,whole milk,1
3605,05-04-2015,sausage,1
3762,04-01-2015,canned beer,1
2375,03-09-2015,whole milk,1
1617,30-03-2015,oil,1
3399,09-04-2015,sausage,1
1570,15-03-2015,frankfurter,1
1583,24-03-2015,sliced cheese,1
3348,05-12-2015,sausage,1
1427,10-01-2015,chicken,1
3041,27-08-2015,butter milk,1
1661,08-11-2015,pip fruit,1
1076,12-06-2015,sausage,1
3545,29-09-2015,butter,1
3593,10-09-2015,pork,1
3891,16-02-2015,cat food,1
2115,18-11-2015,hamburger meat,1
2480,26-03-2015,tropical fruit,1
1532,20-06-2015,whole milk,1
2530,13-06-2015,softener,1
1803,12-05-2015,rolls/buns,1
2604,20-09-2015,tropical fruit,1
3595,21-03-2015,dessert,1
1442,30-03-2015,newspapers,1
1515,09-11-2015,hamburger meat,1
2899,24-11-2015,chicken,1
1845,07-08-2015,other vegetables,1
4334,28-04-2015,fruit/vegetable juice,1
3885,13-04-2015,chocolate,1
1474,02-06-2015,margarine,1
4783,21-02-2015,cling film/bags,1
1379,06-02-2015,chicken,1
4217,17-06-2015,salt,1
4281,14-09-2015,newspapers,1
2690,01-05-2015,root vegetables,1
2543,23-05-2015,pip fruit,1
2300,28-04-2015,sausage,1
4302,05-04-2015,other vegetables,1
1930,15-11-2015,tropical fruit,1
2834,02-12-2015,newspapers,1
2307,26-05-2015,frankfurter,1
3894,25-01-2015,fruit/vegetable juice,1
1467,20-08-2015,ham,1
3952,30-10-2015,sausage,1
3016,01-12-2015,frankfurter,1
2118,18-07-2015,fish,1
1940,14-02-2015,chewing gum,1
1430,04-09-2015,citrus fruit,1
2738,11-04-2015,canned beer,1
1565,30-11-2015,canned beer,1
4755,27-12-2015,canned beer,1
1410,08-11-2015,UHT-milk,1
3829,02-08-2015,citrus fruit,1
3086,04-04-2015,whole milk,1
4780,09-06-2015,citrus fruit,1
4085,29-09-2015,canned beer,1
3236,26-01-2015,dessert,1
2040,31-05-2015,ham,1
2370,04-02-2015,meat,1
4249,27-02-2015,pip fruit,1
2836,14-08-2015,UHT-milk,1
1220,01-01-2015,canned beer,1
3520,02-01-2015,other vegetables,1
2566,31-01-2015,whole milk,1
2655,05-01-2015,sausage,1
4147,18-04-2015,canned beer,1
3364,30-08-2015,yogurt,1
2370,14-01-2015,root vegetables,1
3809,08-02-2015,bottled beer,1
3744,06-11-2015,canned beer,1
1588,19-01-2015,pork,1
4304,01-02-2015,canned beer,1
2240,20-09-2015,pip fruit,1
3175,05-06-2015,meat,1
1231,27-10-2015,pork,1
3599,11-06-2015,other vegetables,1
3738,01-04-2015,whole milk,1
1593,08-08-2015,sausage,1
1319,10-01-2015,misc. beverages,1
2105,21-01-2015,bottled water,1
2056,03-07-2015,beef,1
3139,21-04-2015,tropical fruit,1
1098,19-01-2015,rolls/buns,1
2601,22-10-2015,canned beer,1
2694,19-06-2015,sausage,1
4524,26-12-2015,sliced cheese,1
1165,13-04-2015,pork,1
3705,07-09-2015,soda,1
1634,28-05-2015,rolls/buns,1
2030,04-09-2015,soda,1
4989,19-06-2015,chocolate,1
1715,04-07-2015,ham,1
4552,13-08-2015,other vegetables,1
1303,29-03-2015,canned beer,1
1430,09-02-2015,canned beer,1
4559,12-05-2015,canned beer,1
3848,18-11-2015,tropical fruit,1
2162,19-06-2015,tropical fruit,1
3719,17-12-2015,canned beer,1
3153,28-04-2015,canned beer,1
4462,02-04-2015,bottled water,1
2420,27-09-2015,frankfurter,1
3971,17-06-2015,tropical fruit,1
1611,26-02-2015,liver loaf,1
1225,26-02-2015,shopping bags,1
1554,21-05-2015,tropical fruit,1
4624,27-11-2015,frankfurter,1
3337,10-06-2015,citrus fruit,1
2265,25-09-2015,whole milk,1
4999,24-01-2015,tropical fruit,1
4102,03-11-2015,beef,1
3853,04-07-2015,fruit/vegetable juice,1
2265,13-06-2015,frankfurter,1
2452,11-08-2015,beef,1
2829,19-12-2015,beef,1
3926,20-08-2015,canned beer,1
3960,21-10-2015,canned beer,1
3980,16-09-2015,rolls/buns,1
1116,29-01-2015,other vegetables,1
2663,21-10-2015,sausage,1
2164,24-11-2015,rolls/buns,1
3950,12-05-2015,yogurt,1
1252,13-04-2015,pork,1
4804,27-12-2015,tropical fruit,1
4041,07-09-2015,rolls/buns,1
1894,04-08-2015,hamburger meat,1
4977,20-08-2015,pip fruit,1
2171,03-09-2015,whole milk,1
3417,15-12-2015,pastry,1
1175,10-06-2015,whole milk,1
4946,17-02-2015,sausage,1
4662,27-06-2015,canned beer,1
2869,10-12-2015,beef,1
4053,22-03-2015,canned beer,1
4574,30-11-2015,frankfurter,1
1110,15-11-2015,pastry,1
4700,04-03-2015,sausage,1
2565,29-04-2015,tropical fruit,1
2468,13-03-2015,whole milk,1
4836,13-11-2015,sausage,1
3504,22-09-2015,root vegetables,1
1333,03-04-2015,frozen meals,1
4039,27-12-2015,other vegetables,1
2077,15-05-2015,chicken,1
3519,13-12-2015,bottled water,1
2989,30-01-2015,whole milk,1
3737,05-05-2015,whole milk,1
3558,19-09-2015,frankfurter,1
3036,13-07-2015,beef,1
3180,03-07-2015,sausage,1
2978,09-05-2015,sausage,1
3985,23-10-2015,candy,1
4903,08-12-2015,sausage,1
2835,09-10-2015,citrus fruit,1
3783,22-06-2015,sausage,1
1486,14-12-2015,other vegetables,1
4589,08-10-2015,sausage,1
1132,19-02-2015,other vegetables,1
4827,27-11-2015,canned beer,1
3361,28-06-2015,detergent,1
4681,11-09-2015,citrus fruit,1
4197,26-10-2015,beef,1
3701,22-01-2015,other vegetables,1
4195,01-10-2015,bottled beer,1
3429,01-04-2015,other vegetables,1
2430,20-01-2015,fruit/vegetable juice,1
4330,08-04-2015,misc. beverages,1
1783,18-03-2015,tropical fruit,1
4025,04-11-2015,pip fruit,1
3399,19-07-2015,sausage,1
4766,03-01-2015,root vegetables,1
3562,13-08-2015,zwieback,1
2447,21-01-2015,chicken,1
1396,22-07-2015,tropical fruit,1
4633,26-04-2015,tropical fruit,1
4695,05-01-2015,root vegetables,1
1706,14-08-2015,canned beer,1
3872,23-11-2015,beef,1
1444,14-10-2015,hamburger meat,1
4753,08-11-2015,other vegetables,1
4580,29-11-2015,liquor (appetizer),1
2516,03-04-2015,pip fruit,1
2415,08-08-2015,newspapers,1
3925,25-03-2015,turkey,1
4996,24-11-2015,rolls/buns,1
4569,27-07-2015,sausage,1
3509,11-04-2015,beef,1
2252,08-10-2015,whole milk,1
1634,09-02-2015,whole milk,1
4112,27-04-2015,pip fruit,1
4042,08-08-2015,meat,1
4473,26-06-2015,hamburger meat,1
3878,30-04-2015,photo/film,1
2266,30-09-2015,other vegetables,1
3304,30-11-2015,root vegetables,1
3757,04-02-2015,other vegetables,1
3440,21-12-2015,citrus fruit,1
4328,04-02-2015,beef,1
3737,06-12-2015,frankfurter,1
3948,15-06-2015,ham,1
3682,05-03-2015,soda,1
2827,31-10-2015,bottled beer,1
2650,05-10-2015,soda,1
1360,16-12-2015,turkey,1
3679,23-12-2015,pork,1
4137,07-03-2015,citrus fruit,1
4235,19-12-2015,grapes,1
3193,31-01-2015,other vegetables,1
